Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked
40586,widget a,ELECTRONICS,Warehouse 3,Aisle 5,two hundred,35.43,Supplier D,In Stock,05-03-2023
40587,widget a,ELECTRONICS,Warehouse 1,Aisle 4,two hundred,,Supplier D,In Stock,20-12-2022
40588,widget c,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,34.35,Supplier D,Out of Stock,20-12-2022
40589,widget a,CLOTHING,Warehouse 2,Aisle 1,222,,Supplier D,In Stock,25-04-2023
40590,widget a,CLOTHING,Warehouse 3,Aisle 2,178,,Supplier C,In Stock,20-12-2022
40591,gadget z,FURNITURE,Warehouse 2,Aisle 2,,24.21,Supplier A,Low Stock,20-12-2022
40592,widget a,FURNITURE,Warehouse 2,Aisle 4,205,34.81,Supplier C,Out of Stock,
40593,gadget z,ELECTRONICS,Warehouse 2,Aisle 5,two hundred,,Supplier A,In Stock,20-12-2022
40594,gadget x,CLOTHING,Warehouse 1,Aisle 2,,39.66,Supplier C,In Stock,20-12-2022
40595,gadget x,FURNITURE,Warehouse 2,Aisle 1,two hundred,,Supplier C,Out of Stock,20-12-2022
40596,gadget x,ELECTRONICS,Warehouse 3,Aisle 3,two hundred,14.48,Supplier A,Low Stock,15-01-2023
40597,gadget x,TOYS,Warehouse 3,Aisle 3,two hundred,16.89,Supplier C,Out of Stock,20-12-2022
40598,widget c,CLOTHING,Warehouse 1,Aisle 4,219,,Supplier D,Low Stock,
40599,widget a,ELECTRONICS,Warehouse 1,Aisle 5,297,34.89,Supplier D,Low Stock,05-03-2023
40600,widget a,ELECTRONICS,Warehouse 2,Aisle 4,two hundred,35.59,Supplier D,Low Stock,05-03-2023
40601,widget a,ELECTRONICS,Warehouse 3,Aisle 3,79,,Supplier D,In Stock,15-01-2023
40602,widget c,CLOTHING,Warehouse 3,Aisle 2,two hundred,,Supplier C,Low Stock,15-01-2023
40603,gadget y,FURNITURE,Warehouse 2,Aisle 1,228,,Supplier D,In Stock,25-04-2023
40604,widget b,TOYS,Warehouse 3,Aisle 5,two hundred,,Supplier D,Low Stock,
40605,widget c,FURNITURE,Warehouse 1,Aisle 1,183,47.23,Supplier A,Out of Stock,20-12-2022
40606,widget b,TOYS,Warehouse 2,Aisle 4,224,16.71,Supplier A,In Stock,05-03-2023
40607,gadget z,CLOTHING,Warehouse 1,Aisle 2,two hundred,,Supplier C,Out of Stock,15-01-2023
40608,gadget z,FURNITURE,Warehouse 2,Aisle 1,267,20.84,Supplier B,Low Stock,25-04-2023
40609,widget b,CLOTHING,Warehouse 1,Aisle 2,two hundred,,Supplier C,Low Stock,
40610,widget b,TOYS,Warehouse 2,Aisle 4,226,,Supplier A,Out of Stock,15-01-2023
40611,gadget z,FURNITURE,Warehouse 2,Aisle 2,150,20.74,Supplier A,In Stock,25-04-2023
40612,gadget y,CLOTHING,Warehouse 1,Aisle 5,two hundred,,Supplier D,Low Stock,05-03-2023
40613,widget b,CLOTHING,Warehouse 2,Aisle 2,,42.05,Supplier A,Out of Stock,05-03-2023
40614,widget c,FURNITURE,Warehouse 3,Aisle 2,214,,Supplier C,Low Stock,25-04-2023
40615,gadget x,CLOTHING,Warehouse 1,Aisle 3,218,34,Supplier A,In Stock,
40616,widget b,FURNITURE,Warehouse 3,Aisle 2,two hundred,,Supplier A,In Stock,
40617,widget a,ELECTRONICS,Warehouse 3,Aisle 5,,26.2,Supplier B,Out of Stock,25-04-2023
40618,widget c,TOYS,Warehouse 2,Aisle 3,,24.9,Supplier B,Low Stock,
40619,gadget z,CLOTHING,Warehouse 3,Aisle 1,two hundred,,Supplier D,Low Stock,05-03-2023
40620,gadget z,CLOTHING,Warehouse 3,Aisle 3,144,46.5,Supplier B,Low Stock,25-04-2023
40621,widget c,CLOTHING,Warehouse 1,Aisle 4,86,42.25,Supplier A,Low Stock,
40622,widget b,FURNITURE,Warehouse 2,Aisle 4,two hundred,46.35,Supplier A,In Stock,
40623,widget b,CLOTHING,Warehouse 3,Aisle 1,two hundred,24.3,Supplier A,Out of Stock,05-03-2023
40624,widget b,CLOTHING,Warehouse 2,Aisle 1,131,,Supplier D,In Stock,
40625,gadget z,FURNITURE,Warehouse 3,Aisle 3,two hundred,22.27,Supplier A,Low Stock,
40626,gadget z,TOYS,Warehouse 2,Aisle 3,two hundred,,Supplier B,Low Stock,15-01-2023
40627,gadget z,FURNITURE,Warehouse 2,Aisle 5,two hundred,,Supplier B,Out of Stock,15-01-2023
40628,widget a,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,46.92,Supplier D,In Stock,15-01-2023
40629,widget b,ELECTRONICS,Warehouse 2,Aisle 3,,,Supplier D,Out of Stock,
40630,gadget x,FURNITURE,Warehouse 1,Aisle 2,106,,Supplier A,In Stock,25-04-2023
40631,gadget z,CLOTHING,Warehouse 3,Aisle 5,,,Supplier C,In Stock,
40632,widget c,ELECTRONICS,Warehouse 1,Aisle 4,299,43.28,Supplier D,In Stock,15-01-2023
40633,widget a,TOYS,Warehouse 2,Aisle 4,,,Supplier B,Low Stock,
40634,gadget x,CLOTHING,Warehouse 1,Aisle 4,127,,Supplier B,Out of Stock,20-12-2022
40635,gadget x,CLOTHING,Warehouse 3,Aisle 4,two hundred,28.03,Supplier B,Out of Stock,
40636,widget c,CLOTHING,Warehouse 3,Aisle 1,160,,Supplier D,Low Stock,20-12-2022
40637,gadget y,ELECTRONICS,Warehouse 1,Aisle 2,,,Supplier D,Out of Stock,20-12-2022
40638,widget c,TOYS,Warehouse 1,Aisle 5,,,Supplier A,In Stock,20-12-2022
40639,gadget z,CLOTHING,Warehouse 1,Aisle 5,two hundred,10.23,Supplier C,Out of Stock,
40640,gadget y,ELECTRONICS,Warehouse 1,Aisle 2,,,Supplier C,In Stock,20-12-2022
40641,widget c,FURNITURE,Warehouse 3,Aisle 2,,,Supplier C,Out of Stock,
40642,widget a,TOYS,Warehouse 3,Aisle 5,103,,Supplier C,In Stock,
40643,gadget x,ELECTRONICS,Warehouse 3,Aisle 2,two hundred,,Supplier C,Low Stock,25-04-2023
40644,gadget y,FURNITURE,Warehouse 3,Aisle 4,two hundred,,Supplier D,In Stock,05-03-2023
40645,gadget y,TOYS,Warehouse 2,Aisle 1,two hundred,,Supplier B,Low Stock,25-04-2023
40646,gadget y,TOYS,Warehouse 1,Aisle 4,two hundred,14.26,Supplier A,Low Stock,15-01-2023
40647,gadget z,CLOTHING,Warehouse 3,Aisle 1,,,Supplier A,In Stock,15-01-2023
40648,gadget y,CLOTHING,Warehouse 3,Aisle 3,two hundred,48.27,Supplier A,In Stock,15-01-2023
40649,widget c,ELECTRONICS,Warehouse 3,Aisle 3,107,31.84,Supplier D,In Stock,20-12-2022
40650,widget b,ELECTRONICS,Warehouse 3,Aisle 1,200,,Supplier D,In Stock,20-12-2022
40651,widget b,CLOTHING,Warehouse 1,Aisle 4,,,Supplier C,In Stock,20-12-2022
40652,widget b,FURNITURE,Warehouse 2,Aisle 5,two hundred,30.22,Supplier B,In Stock,
40653,gadget y,ELECTRONICS,Warehouse 3,Aisle 5,two hundred,,Supplier C,Out of Stock,20-12-2022
40654,gadget z,CLOTHING,Warehouse 3,Aisle 4,90,12.8,Supplier C,In Stock,05-03-2023
40655,widget b,CLOTHING,Warehouse 2,Aisle 5,,49.8,Supplier C,In Stock,15-01-2023
40656,widget a,TOYS,Warehouse 3,Aisle 1,259,,Supplier B,In Stock,15-01-2023
40657,widget c,TOYS,Warehouse 1,Aisle 5,two hundred,,Supplier B,In Stock,15-01-2023
40658,widget a,ELECTRONICS,Warehouse 1,Aisle 3,288,,Supplier C,In Stock,15-01-2023
40659,widget b,FURNITURE,Warehouse 1,Aisle 2,219,,Supplier B,Low Stock,05-03-2023
40660,gadget y,FURNITURE,Warehouse 2,Aisle 1,73,,Supplier C,In Stock,15-01-2023
40661,widget b,FURNITURE,Warehouse 2,Aisle 1,95,,Supplier B,Out of Stock,25-04-2023
40662,gadget x,CLOTHING,Warehouse 3,Aisle 2,130,,Supplier C,Low Stock,15-01-2023
40663,widget a,CLOTHING,Warehouse 2,Aisle 5,,,Supplier D,In Stock,05-03-2023
40664,widget c,CLOTHING,Warehouse 2,Aisle 1,,23.62,Supplier A,In Stock,15-01-2023
40665,gadget y,FURNITURE,Warehouse 1,Aisle 3,,,Supplier C,In Stock,15-01-2023
40666,gadget z,TOYS,Warehouse 2,Aisle 1,125,29.28,Supplier A,Low Stock,
40667,widget b,CLOTHING,Warehouse 1,Aisle 1,,33.33,Supplier A,Out of Stock,
40668,widget c,ELECTRONICS,Warehouse 1,Aisle 4,,,Supplier D,Low Stock,20-12-2022
40669,widget b,TOYS,Warehouse 1,Aisle 2,,46.53,Supplier D,Out of Stock,05-03-2023
40670,gadget y,ELECTRONICS,Warehouse 2,Aisle 4,,,Supplier D,Out of Stock,20-12-2022
40671,gadget y,FURNITURE,Warehouse 3,Aisle 4,,,Supplier A,In Stock,20-12-2022
40672,widget c,CLOTHING,Warehouse 2,Aisle 2,,20.54,Supplier C,In Stock,15-01-2023
40673,widget a,ELECTRONICS,Warehouse 2,Aisle 3,two hundred,,Supplier D,Out of Stock,15-01-2023
40674,gadget y,CLOTHING,Warehouse 3,Aisle 2,151,24.73,Supplier C,Out of Stock,25-04-2023
40675,widget b,ELECTRONICS,Warehouse 3,Aisle 3,,22.57,Supplier A,Out of Stock,20-12-2022
40676,gadget y,CLOTHING,Warehouse 2,Aisle 3,,46.46,Supplier C,Out of Stock,25-04-2023
40677,gadget y,ELECTRONICS,Warehouse 2,Aisle 5,,,Supplier D,Out of Stock,20-12-2022
40678,widget b,FURNITURE,Warehouse 3,Aisle 3,two hundred,,Supplier C,Out of Stock,25-04-2023
40679,gadget y,ELECTRONICS,Warehouse 3,Aisle 1,two hundred,,Supplier C,In Stock,25-04-2023
40680,widget a,CLOTHING,Warehouse 2,Aisle 1,,,Supplier C,Low Stock,20-12-2022
40681,gadget x,TOYS,Warehouse 2,Aisle 1,two hundred,,Supplier D,In Stock,
40682,gadget y,FURNITURE,Warehouse 2,Aisle 3,two hundred,,Supplier B,Out of Stock,25-04-2023
40683,gadget y,CLOTHING,Warehouse 2,Aisle 1,two hundred,,Supplier C,Low Stock,20-12-2022
40684,widget b,FURNITURE,Warehouse 3,Aisle 2,two hundred,37.12,Supplier B,In Stock,20-12-2022
40685,gadget y,TOYS,Warehouse 1,Aisle 5,two hundred,45.54,Supplier A,Out of Stock,25-04-2023
40686,gadget y,FURNITURE,Warehouse 1,Aisle 1,210,,Supplier B,Low Stock,25-04-2023
40687,gadget x,CLOTHING,Warehouse 1,Aisle 5,two hundred,,Supplier B,In Stock,25-04-2023
40688,gadget x,FURNITURE,Warehouse 3,Aisle 1,245,,Supplier C,Out of Stock,25-04-2023
40689,widget c,CLOTHING,Warehouse 3,Aisle 2,two hundred,,Supplier D,Low Stock,15-01-2023
40690,gadget y,CLOTHING,Warehouse 1,Aisle 4,102,10.39,Supplier A,Out of Stock,05-03-2023
40691,gadget x,ELECTRONICS,Warehouse 3,Aisle 1,two hundred,49.95,Supplier B,In Stock,05-03-2023
40692,widget a,CLOTHING,Warehouse 2,Aisle 3,two hundred,,Supplier C,Low Stock,
40693,widget c,ELECTRONICS,Warehouse 2,Aisle 5,242,15.31,Supplier D,Low Stock,15-01-2023
40694,gadget y,CLOTHING,Warehouse 1,Aisle 5,270,11.58,Supplier A,Out of Stock,
40695,widget b,TOYS,Warehouse 1,Aisle 3,two hundred,,Supplier A,In Stock,20-12-2022
40696,widget a,CLOTHING,Warehouse 3,Aisle 3,two hundred,,Supplier B,Low Stock,20-12-2022
40697,gadget x,FURNITURE,Warehouse 3,Aisle 5,146,49.21,Supplier C,Low Stock,20-12-2022
40698,gadget x,CLOTHING,Warehouse 3,Aisle 4,two hundred,,Supplier A,In Stock,05-03-2023
40699,widget c,ELECTRONICS,Warehouse 1,Aisle 3,,20.64,Supplier C,In Stock,20-12-2022
40700,widget b,TOYS,Warehouse 3,Aisle 5,,,Supplier A,In Stock,
40701,widget b,ELECTRONICS,Warehouse 2,Aisle 2,two hundred,,Supplier A,Out of Stock,05-03-2023
40702,gadget z,FURNITURE,Warehouse 3,Aisle 5,,26.66,Supplier C,Low Stock,05-03-2023
40703,widget b,CLOTHING,Warehouse 2,Aisle 5,,,Supplier B,In Stock,20-12-2022
40704,gadget y,CLOTHING,Warehouse 1,Aisle 3,two hundred,,Supplier C,In Stock,25-04-2023
40705,widget b,CLOTHING,Warehouse 2,Aisle 2,,,Supplier D,Low Stock,20-12-2022
40706,gadget x,FURNITURE,Warehouse 3,Aisle 4,103,10.45,Supplier D,In Stock,15-01-2023
40707,widget b,TOYS,Warehouse 3,Aisle 1,,20.94,Supplier B,Low Stock,20-12-2022
40708,widget a,FURNITURE,Warehouse 3,Aisle 2,53,18.41,Supplier C,In Stock,25-04-2023
40709,widget c,FURNITURE,Warehouse 1,Aisle 3,,,Supplier B,In Stock,25-04-2023
40710,widget a,ELECTRONICS,Warehouse 1,Aisle 3,two hundred,,Supplier D,In Stock,05-03-2023
40711,gadget x,TOYS,Warehouse 1,Aisle 5,,,Supplier D,Low Stock,15-01-2023
40712,widget a,TOYS,Warehouse 2,Aisle 4,two hundred,,Supplier A,In Stock,20-12-2022
40713,widget b,CLOTHING,Warehouse 1,Aisle 1,two hundred,34.72,Supplier D,Out of Stock,05-03-2023
40714,widget c,FURNITURE,Warehouse 1,Aisle 5,127,,Supplier B,Out of Stock,
40715,gadget x,CLOTHING,Warehouse 3,Aisle 2,138,11.98,Supplier A,Low Stock,20-12-2022
40716,gadget z,CLOTHING,Warehouse 2,Aisle 3,201,,Supplier C,Out of Stock,25-04-2023
40717,widget a,ELECTRONICS,Warehouse 1,Aisle 1,two hundred,11.38,Supplier D,In Stock,15-01-2023
40718,gadget y,FURNITURE,Warehouse 2,Aisle 3,two hundred,43.59,Supplier C,Out of Stock,05-03-2023
40719,widget a,FURNITURE,Warehouse 2,Aisle 2,,,Supplier B,In Stock,15-01-2023
40720,gadget y,ELECTRONICS,Warehouse 2,Aisle 3,two hundred,,Supplier A,In Stock,
40721,gadget z,TOYS,Warehouse 2,Aisle 5,,17.17,Supplier A,Out of Stock,20-12-2022
40722,widget c,ELECTRONICS,Warehouse 3,Aisle 2,two hundred,,Supplier A,Out of Stock,25-04-2023
40723,gadget z,FURNITURE,Warehouse 3,Aisle 3,287,,Supplier C,Out of Stock,25-04-2023
40724,gadget y,CLOTHING,Warehouse 1,Aisle 5,two hundred,,Supplier C,In Stock,05-03-2023
40725,gadget y,TOYS,Warehouse 3,Aisle 2,272,39.93,Supplier D,Low Stock,15-01-2023
40726,gadget z,CLOTHING,Warehouse 2,Aisle 4,,,Supplier B,Out of Stock,20-12-2022
40727,gadget x,FURNITURE,Warehouse 1,Aisle 3,,,Supplier B,Low Stock,15-01-2023
40728,gadget z,ELECTRONICS,Warehouse 2,Aisle 1,,35.15,Supplier B,Low Stock,05-03-2023
40729,widget c,ELECTRONICS,Warehouse 1,Aisle 3,,26.18,Supplier D,In Stock,15-01-2023
40730,gadget x,FURNITURE,Warehouse 1,Aisle 1,two hundred,31.2,Supplier B,Out of Stock,20-12-2022
40731,gadget z,CLOTHING,Warehouse 2,Aisle 3,249,37.59,Supplier B,Low Stock,20-12-2022
40732,gadget z,CLOTHING,Warehouse 3,Aisle 4,two hundred,38.16,Supplier B,In Stock,
40733,widget c,CLOTHING,Warehouse 3,Aisle 2,two hundred,33.63,Supplier D,In Stock,15-01-2023
40734,gadget y,TOYS,Warehouse 2,Aisle 1,two hundred,37.42,Supplier B,In Stock,25-04-2023
40735,widget a,TOYS,Warehouse 1,Aisle 4,,,Supplier A,Low Stock,05-03-2023
40736,widget a,ELECTRONICS,Warehouse 1,Aisle 2,111,,Supplier B,In Stock,
40737,widget a,FURNITURE,Warehouse 2,Aisle 1,,,Supplier B,Out of Stock,20-12-2022
40738,gadget y,TOYS,Warehouse 2,Aisle 1,two hundred,,Supplier B,Out of Stock,25-04-2023
40739,gadget x,FURNITURE,Warehouse 1,Aisle 2,two hundred,,Supplier C,Out of Stock,05-03-2023
40740,widget c,FURNITURE,Warehouse 3,Aisle 3,178,,Supplier A,In Stock,20-12-2022
40741,gadget z,ELECTRONICS,Warehouse 1,Aisle 2,two hundred,,Supplier A,Out of Stock,
40742,gadget y,CLOTHING,Warehouse 1,Aisle 4,two hundred,10.47,Supplier B,Out of Stock,
40743,gadget y,CLOTHING,Warehouse 3,Aisle 3,two hundred,,Supplier B,Low Stock,15-01-2023
40744,gadget y,TOYS,Warehouse 2,Aisle 3,two hundred,41.45,Supplier B,Out of Stock,20-12-2022
40745,widget b,CLOTHING,Warehouse 2,Aisle 4,,,Supplier A,Low Stock,
40746,gadget z,TOYS,Warehouse 3,Aisle 1,,,Supplier C,Out of Stock,05-03-2023
40747,widget b,CLOTHING,Warehouse 2,Aisle 3,two hundred,,Supplier A,Out of Stock,25-04-2023
40748,gadget y,FURNITURE,Warehouse 2,Aisle 5,214,27.54,Supplier D,In Stock,25-04-2023
40749,widget b,TOYS,Warehouse 2,Aisle 4,244,49.09,Supplier C,Out of Stock,15-01-2023
40750,widget c,CLOTHING,Warehouse 1,Aisle 5,two hundred,48.61,Supplier B,In Stock,05-03-2023
40751,widget a,TOYS,Warehouse 2,Aisle 4,166,,Supplier D,In Stock,25-04-2023
40752,gadget z,TOYS,Warehouse 3,Aisle 3,two hundred,49.07,Supplier A,In Stock,20-12-2022
40753,widget a,CLOTHING,Warehouse 1,Aisle 2,two hundred,,Supplier B,Low Stock,20-12-2022
40754,gadget x,CLOTHING,Warehouse 2,Aisle 5,,,Supplier C,Out of Stock,
40755,widget a,TOYS,Warehouse 1,Aisle 2,two hundred,40.59,Supplier C,Low Stock,05-03-2023
40756,gadget y,FURNITURE,Warehouse 1,Aisle 4,,,Supplier D,In Stock,15-01-2023
40757,widget c,FURNITURE,Warehouse 1,Aisle 1,99,,Supplier D,Out of Stock,25-04-2023
40758,gadget y,CLOTHING,Warehouse 3,Aisle 2,two hundred,,Supplier C,Low Stock,15-01-2023
40759,widget a,CLOTHING,Warehouse 2,Aisle 2,,,Supplier D,In Stock,05-03-2023
40760,gadget x,FURNITURE,Warehouse 1,Aisle 4,two hundred,30.64,Supplier C,In Stock,15-01-2023
40761,gadget y,CLOTHING,Warehouse 1,Aisle 5,two hundred,48.43,Supplier C,In Stock,25-04-2023
40762,widget a,TOYS,Warehouse 3,Aisle 3,,39.7,Supplier B,In Stock,20-12-2022
40763,widget a,TOYS,Warehouse 3,Aisle 3,100,31.03,Supplier B,Low Stock,15-01-2023
40764,gadget x,FURNITURE,Warehouse 1,Aisle 1,109,14.39,Supplier B,Low Stock,
40765,widget b,FURNITURE,Warehouse 1,Aisle 1,two hundred,26.83,Supplier D,Low Stock,20-12-2022
40766,widget c,TOYS,Warehouse 1,Aisle 2,two hundred,,Supplier B,Out of Stock,15-01-2023
40767,widget a,TOYS,Warehouse 3,Aisle 3,two hundred,14.83,Supplier D,Low Stock,05-03-2023
40768,widget a,ELECTRONICS,Warehouse 3,Aisle 5,two hundred,,Supplier D,Low Stock,15-01-2023
40769,widget c,CLOTHING,Warehouse 3,Aisle 4,two hundred,,Supplier C,Low Stock,05-03-2023
40770,gadget y,CLOTHING,Warehouse 3,Aisle 4,,15.02,Supplier B,Low Stock,05-03-2023
40771,gadget z,CLOTHING,Warehouse 3,Aisle 5,,,Supplier D,In Stock,05-03-2023
40772,widget c,TOYS,Warehouse 3,Aisle 3,121,37.65,Supplier D,In Stock,25-04-2023
40773,widget c,CLOTHING,Warehouse 1,Aisle 1,247,,Supplier C,Low Stock,05-03-2023
40774,widget a,FURNITURE,Warehouse 1,Aisle 5,,,Supplier B,Out of Stock,15-01-2023
40775,gadget y,CLOTHING,Warehouse 1,Aisle 5,52,,Supplier A,Low Stock,25-04-2023
40776,widget c,TOYS,Warehouse 3,Aisle 5,,,Supplier D,Out of Stock,25-04-2023
40777,gadget y,ELECTRONICS,Warehouse 3,Aisle 5,80,,Supplier A,Low Stock,
40778,gadget z,ELECTRONICS,Warehouse 2,Aisle 4,85,41.84,Supplier A,Out of Stock,
40779,gadget x,FURNITURE,Warehouse 3,Aisle 5,,25.93,Supplier C,In Stock,
40780,widget a,FURNITURE,Warehouse 1,Aisle 1,,,Supplier A,Low Stock,20-12-2022
40781,widget c,CLOTHING,Warehouse 3,Aisle 2,,,Supplier C,Low Stock,25-04-2023
40782,widget c,ELECTRONICS,Warehouse 2,Aisle 1,,,Supplier B,In Stock,05-03-2023
40783,widget b,CLOTHING,Warehouse 1,Aisle 1,,40.57,Supplier B,Low Stock,15-01-2023
40784,gadget z,FURNITURE,Warehouse 2,Aisle 3,,,Supplier D,In Stock,
40785,gadget x,ELECTRONICS,Warehouse 1,Aisle 1,two hundred,42.01,Supplier B,Low Stock,20-12-2022
40786,gadget z,TOYS,Warehouse 1,Aisle 2,205,37.35,Supplier B,In Stock,05-03-2023
40787,widget a,CLOTHING,Warehouse 1,Aisle 4,82,,Supplier B,In Stock,25-04-2023
40788,widget c,TOYS,Warehouse 3,Aisle 2,,,Supplier C,Low Stock,25-04-2023
40789,gadget y,ELECTRONICS,Warehouse 1,Aisle 4,174,,Supplier B,Low Stock,05-03-2023
40790,gadget z,FURNITURE,Warehouse 1,Aisle 3,two hundred,,Supplier A,Out of Stock,
40791,gadget x,TOYS,Warehouse 2,Aisle 5,181,,Supplier C,Out of Stock,25-04-2023
40792,widget b,FURNITURE,Warehouse 3,Aisle 1,56,,Supplier B,Out of Stock,25-04-2023
40793,widget a,ELECTRONICS,Warehouse 3,Aisle 3,,47.01,Supplier A,Low Stock,05-03-2023
40794,gadget y,TOYS,Warehouse 2,Aisle 2,,,Supplier D,In Stock,
40795,gadget z,CLOTHING,Warehouse 1,Aisle 3,96,35.76,Supplier D,In Stock,20-12-2022
40796,widget b,CLOTHING,Warehouse 3,Aisle 1,135,24.59,Supplier D,Low Stock,15-01-2023
40797,widget a,ELECTRONICS,Warehouse 1,Aisle 4,two hundred,29.95,Supplier A,Out of Stock,15-01-2023
40798,widget c,FURNITURE,Warehouse 2,Aisle 1,two hundred,,Supplier A,In Stock,15-01-2023
40799,widget a,TOYS,Warehouse 1,Aisle 5,,20.91,Supplier A,Low Stock,15-01-2023
40800,widget b,FURNITURE,Warehouse 1,Aisle 3,,18.42,Supplier B,Out of Stock,15-01-2023
40801,widget a,CLOTHING,Warehouse 1,Aisle 3,113,41.21,Supplier B,Low Stock,15-01-2023
40802,widget c,CLOTHING,Warehouse 3,Aisle 4,64,40.98,Supplier A,Out of Stock,25-04-2023
40803,widget c,TOYS,Warehouse 2,Aisle 5,two hundred,,Supplier A,In Stock,15-01-2023
40804,gadget x,CLOTHING,Warehouse 1,Aisle 3,two hundred,25.22,Supplier D,In Stock,15-01-2023
40805,gadget y,FURNITURE,Warehouse 3,Aisle 2,142,19.52,Supplier C,Out of Stock,15-01-2023
40806,gadget y,ELECTRONICS,Warehouse 1,Aisle 1,,,Supplier D,Out of Stock,25-04-2023
40807,gadget z,CLOTHING,Warehouse 3,Aisle 1,two hundred,,Supplier D,Low Stock,25-04-2023
40808,widget b,FURNITURE,Warehouse 1,Aisle 1,266,24.36,Supplier B,In Stock,15-01-2023
40809,widget b,FURNITURE,Warehouse 3,Aisle 1,two hundred,32.73,Supplier A,In Stock,05-03-2023
40810,gadget y,TOYS,Warehouse 2,Aisle 1,two hundred,,Supplier C,Out of Stock,05-03-2023
40811,gadget x,TOYS,Warehouse 1,Aisle 3,two hundred,,Supplier A,Out of Stock,15-01-2023
40812,widget c,FURNITURE,Warehouse 3,Aisle 3,two hundred,,Supplier D,Low Stock,25-04-2023
40813,gadget y,FURNITURE,Warehouse 3,Aisle 1,,,Supplier D,Low Stock,15-01-2023
40814,gadget y,TOYS,Warehouse 2,Aisle 3,,,Supplier A,Low Stock,
40815,gadget y,FURNITURE,Warehouse 3,Aisle 4,78,18.21,Supplier B,In Stock,05-03-2023
40816,gadget z,ELECTRONICS,Warehouse 1,Aisle 5,269,,Supplier C,Out of Stock,15-01-2023
40817,gadget x,ELECTRONICS,Warehouse 1,Aisle 4,two hundred,17.05,Supplier B,In Stock,25-04-2023
40818,gadget y,FURNITURE,Warehouse 1,Aisle 2,two hundred,25.43,Supplier B,In Stock,20-12-2022
40819,gadget y,TOYS,Warehouse 3,Aisle 3,,,Supplier B,In Stock,25-04-2023
40820,widget a,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,13.35,Supplier D,Out of Stock,20-12-2022
40821,gadget x,CLOTHING,Warehouse 1,Aisle 2,103,39.05,Supplier C,Out of Stock,25-04-2023
40822,gadget z,TOYS,Warehouse 1,Aisle 3,136,24.75,Supplier B,Out of Stock,
40823,gadget x,TOYS,Warehouse 1,Aisle 4,,,Supplier B,Low Stock,15-01-2023
40824,widget a,FURNITURE,Warehouse 1,Aisle 4,,49.14,Supplier A,Low Stock,15-01-2023
40825,gadget x,TOYS,Warehouse 1,Aisle 3,,31.01,Supplier D,In Stock,20-12-2022
40826,gadget x,TOYS,Warehouse 3,Aisle 1,two hundred,40.56,Supplier B,Out of Stock,20-12-2022
40827,gadget x,TOYS,Warehouse 3,Aisle 5,,35.35,Supplier A,Out of Stock,20-12-2022
40828,gadget z,CLOTHING,Warehouse 1,Aisle 5,two hundred,,Supplier B,In Stock,20-12-2022
40829,widget b,CLOTHING,Warehouse 2,Aisle 2,,,Supplier C,Low Stock,25-04-2023
40830,gadget x,ELECTRONICS,Warehouse 1,Aisle 5,,13.35,Supplier C,Low Stock,
40831,gadget z,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,,Supplier A,Out of Stock,05-03-2023
40832,gadget x,FURNITURE,Warehouse 3,Aisle 4,two hundred,19.45,Supplier D,Low Stock,15-01-2023
40833,gadget z,FURNITURE,Warehouse 3,Aisle 4,two hundred,47.58,Supplier B,Out of Stock,05-03-2023
40834,widget a,FURNITURE,Warehouse 2,Aisle 5,106,19.55,Supplier C,In Stock,20-12-2022
40835,gadget x,FURNITURE,Warehouse 3,Aisle 2,two hundred,,Supplier D,Out of Stock,20-12-2022
40836,widget b,CLOTHING,Warehouse 1,Aisle 4,138,39.52,Supplier D,In Stock,15-01-2023
40837,widget c,CLOTHING,Warehouse 2,Aisle 5,two hundred,,Supplier D,Out of Stock,25-04-2023
40838,widget c,CLOTHING,Warehouse 3,Aisle 2,two hundred,11.43,Supplier B,Out of Stock,05-03-2023
40839,gadget y,TOYS,Warehouse 1,Aisle 2,,,Supplier D,Out of Stock,15-01-2023
40840,gadget z,FURNITURE,Warehouse 3,Aisle 4,two hundred,,Supplier D,Out of Stock,25-04-2023
40841,gadget y,FURNITURE,Warehouse 2,Aisle 1,,29.74,Supplier A,Low Stock,20-12-2022
40842,gadget z,TOYS,Warehouse 3,Aisle 3,82,20.6,Supplier D,Out of Stock,05-03-2023
40843,gadget x,FURNITURE,Warehouse 3,Aisle 1,two hundred,19.02,Supplier B,In Stock,
40844,gadget x,TOYS,Warehouse 2,Aisle 5,,49.85,Supplier B,Out of Stock,05-03-2023
40845,widget b,CLOTHING,Warehouse 1,Aisle 1,,43.26,Supplier C,Out of Stock,
40846,widget c,FURNITURE,Warehouse 2,Aisle 4,240,,Supplier A,In Stock,25-04-2023
40847,gadget x,FURNITURE,Warehouse 1,Aisle 1,,,Supplier B,Low Stock,20-12-2022
40848,widget c,CLOTHING,Warehouse 3,Aisle 2,two hundred,,Supplier B,In Stock,25-04-2023
40849,widget c,CLOTHING,Warehouse 3,Aisle 1,two hundred,,Supplier B,Low Stock,
40850,widget a,TOYS,Warehouse 2,Aisle 4,56,24.2,Supplier B,In Stock,20-12-2022
